tinh,huyen,xa,diaban,hoso,matv,educlevel
82,822,28615,14,15,2,No qualification
82,822,28615,14,15,3,No qualification
82,822,28615,14,15,4,No qualification
82,822,28621,13,13,1,No qualification
82,822,28621,13,13,2,No qualification
82,822,28621,13,13,3,Lower secondary
82,822,28621,13,13,4,Lower secondary
82,822,28621,13,14,1,No qualification
82,822,28621,13,14,2,Primary
82,822,28621,13,14,3,Primary
82,822,28621,13,15,1,Lower secondary
82,822,28621,13,15,2,No qualification
82,822,28621,13,15,3,No qualification
82,822,28630,15,13,1,No qualification
82,822,28630,15,13,2,Primary
82,822,28630,15,13,3,
82,822,28630,15,13,4,Lower secondary
82,822,28630,15,13,5,Primary
82,822,28630,15,13,6,
82,822,28630,15,14,1,Primary
82,822,28630,15,14,2,No qualification
82,822,28630,15,14,3,Lower secondary
82,822,28630,15,14,4,Primary
82,822,28630,15,19,1,Primary
82,822,28630,15,19,2,Primary
82,822,28630,15,19,3,No qualification
82,822,28639,5,13,1,Higher secondary
82,822,28639,5,13,2,Lower secondary
82,822,28639,5,13,3,Lower secondary
82,822,28639,5,13,4,No qualification
82,822,28639,5,14,1,University
82,822,28639,5,14,2,Higher secondary
82,822,28639,5,15,1,Primary
82,822,28639,5,15,2,No qualification
82,822,28648,10,14,1,Lower secondary
82,822,28648,10,14,2,No qualification
82,822,28648,10,15,1,
82,822,28648,10,15,2,Primary
82,822,28648,10,19,1,No qualification
82,823,28660,19,13,1,No qualification
82,823,28660,19,13,2,No qualification
82,823,28660,19,13,3,No qualification
82,823,28660,19,13,4,No qualification
82,823,28660,19,14,1,Primary
82,823,28660,19,14,2,Lower secondary
82,823,28660,19,14,3,
82,823,28660,19,15,1,No qualification
82,823,28660,19,15,2,No qualification
82,823,28660,19,15,3,No qualification
82,823,28669,12,13,1,Lower secondary
82,823,28669,12,13,2,Primary
82,823,28669,12,13,3,Lower secondary
82,823,28669,12,14,1,Lower secondary
82,823,28669,12,14,2,
82,823,28669,12,15,1,Primary
82,823,28669,12,15,2,Primary
82,823,28669,12,15,3,No qualification
82,823,28669,12,15,4,
82,823,28669,12,15,5,
82,823,28678,18,13,1,No qualification
82,823,28678,18,13,2,No qualification
82,823,28678,18,13,3,Primary
82,823,28678,18,13,4,No qualification
82,823,28678,18,14,1,No qualification
82,823,28678,18,14,2,No qualification
82,823,28678,18,14,3,Primary
82,823,28678,18,14,4,
82,823,28678,18,15,1,Lower secondary
82,823,28678,18,15,2,Primary
82,823,28678,18,15,3,Lower secondary
82,823,28687,4,13,1,Primary
82,823,28687,4,13,2,No qualification
82,823,28687,4,13,3,Primary
82,823,28687,4,13,4,Primary
82,823,28687,4,13,5,No qualification
82,823,28687,4,13,6,
82,823,28687,4,14,1,No qualification
82,823,28687,4,14,2,No qualification
82,823,28687,4,14,3,No qualification
82,823,28687,4,14,4,Lower secondary
82,823,28687,4,14,5,Primary
82,823,28687,4,15,1,Primary
82,823,28687,4,15,2,Primary
82,823,28687,4,15,3,Primary
82,823,28687,4,15,4,No qualification
82,823,28687,4,15,5,Primary
82,823,28687,4,15,6,Primary
82,824,28711,19,13,1,No qualification
82,824,28711,19,14,1,No qualification
82,824,28711,19,14,2,No qualification
82,824,28711,19,14,3,Lower secondary
82,824,28711,19,19,1,Primary
82,824,28711,19,19,2,No qualification
82,824,28711,19,19,3,Higher secondary
82,824,28711,19,19,4,Lower secondary
82,824,28711,19,19,5,Lower secondary
82,824,28723,17,13,1,No qualification
82,824,28723,17,13,2,No qualification
82,824,28723,17,13,3,Primary
82,824,28723,17,14,1,Lower secondary
82,824,28723,17,14,2,
82,824,28723,17,14,3,Higher secondary
82,824,28723,17,15,1,No qualification
82,824,28723,17,15,2,No qualification
82,824,28723,17,15,3,No qualification
82,824,28732,12,13,1,
82,824,28732,12,13,2,No qualification
82,824,28732,12,14,1,No qualification
82,824,28732,12,14,2,
82,824,28732,12,14,3,No qualification
82,824,28732,12,14,4,
82,824,28732,12,14,5,
82,824,28732,12,15,1,Primary
82,824,28732,12,15,2,Primary
82,824,28732,12,15,3,Primary
82,824,28741,18,13,1,No qualification
82,824,28741,18,13,2,Primary
82,824,28741,18,14,1,No qualification
82,824,28741,18,14,2,Primary
82,824,28741,18,14,3,No qualification
82,824,28741,18,14,4,
82,824,28741,18,14,5,No qualification
82,824,28741,18,15,1,No qualification
82,824,28741,18,15,2,No qualification
82,824,28741,18,15,3,Primary
82,824,28741,18,15,4,No qualification
82,825,28690,6,13,1,No qualification
82,825,28690,6,13,2,No qualification
82,825,28690,6,13,3,Primary
82,825,28690,6,14,1,Primary
82,825,28690,6,14,2,No qualification
82,825,28690,6,15,1,No qualification
82,825,28690,6,15,2,No qualification
82,825,28690,6,15,3,Primary
82,825,28690,6,15,4,Lower secondary
82,825,28690,6,15,5,No qualification
82,825,28696,1,13,1,No qualification
82,825,28696,1,13,2,No qualification
82,825,28696,1,13,3,Primary
82,825,28696,1,13,4,No qualification
82,825,28696,1,15,1,No qualification
82,825,28696,1,15,2,No qualification
82,825,28696,1,15,3,No qualification
82,825,28696,1,19,1,No qualification
82,825,28696,1,19,2,No qualification
82,825,28696,1,19,3,Lower secondary
82,825,28696,1,19,4,No qualification
83,829,28759,3,13,1,Primary
83,829,28759,3,13,2,Primary
83,829,28759,3,13,3,
83,829,28759,3,14,1,Lower secondary
83,829,28759,3,14,2,University
83,829,28759,3,14,3,Lower secondary
83,829,28759,3,14,4,No qualification
83,829,28759,3,14,5,No qualification
83,829,28759,3,15,1,Lower secondary
83,829,28759,3,15,2,Lower secondary
83,829,28759,3,15,3,No qualification
83,829,28777,4,13,1,College
83,829,28777,4,13,2,Higher secondary
83,829,28777,4,13,3,Higher secondary
83,829,28777,4,13,4,Higher secondary
83,829,28777,4,13,5,Higher secondary
83,829,28777,4,14,1,Primary
83,829,28777,4,14,2,Higher secondary
83,829,28777,4,14,3,Lower secondary
83,829,28777,4,14,4,Lower secondary
83,829,28777,4,14,5,Lower secondary
83,829,28777,4,15,1,Lower secondary
83,829,28777,4,15,2,Lower secondary
83,829,28777,4,15,3,Higher secondary
83,829,28786,12,13,1,Higher secondary
83,829,28786,12,13,2,Lower secondary
83,829,28786,12,13,3,No qualification
83,829,28786,12,14,1,No qualification
83,829,28786,12,14,2,Higher secondary
83,829,28786,12,15,1,No qualification
83,829,28786,12,15,2,Primary
83,829,28792,16,13,1,Primary
83,829,28792,16,13,2,Primary
83,829,28792,16,13,3,Lower secondary
83,829,28792,16,14,1,Lower secondary
83,829,28792,16,14,2,
83,829,28792,16,14,3,Primary
83,829,28792,16,14,4,Primary
83,829,28792,16,15,1,Lower secondary
83,829,28792,16,15,2,Lower secondary
83,831,28804,23,13,1,Primary
83,831,28804,23,13,2,Primary
83,831,28804,23,13,3,No qualification
83,831,28804,23,13,4,
83,831,28804,23,14,1,No qualification
83,831,28804,23,14,2,Primary
83,831,28804,23,14,3,Higher secondary
83,831,28804,23,14,4,Lower secondary
83,831,28804,23,15,1,Lower secondary
83,831,28804,23,15,2,Lower secondary
83,831,28804,23,15,3,Primary
83,831,28813,5,13,1,Primary
83,831,28813,5,13,2,No qualification
83,831,28813,5,13,3,Primary
83,831,28813,5,13,4,Primary
83,831,28813,5,14,1,No qualification
83,831,28813,5,15,1,Lower secondary
83,831,28813,5,15,2,Primary
83,831,28813,5,15,3,Primary
83,831,28813,5,15,4,Primary
83,831,28813,5,15,5,Lower secondary
83,831,28813,5,15,6,Lower secondary
83,831,28828,7,13,1,No qualification
83,831,28828,7,13,2,Higher secondary
83,831,28828,7,13,3,Primary
83,831,28828,7,14,1,No qualification
83,831,28828,7,14,2,No qualification
83,831,28828,7,14,3,No qualification
83,831,28828,7,14,4,Primary
83,831,28828,7,15,1,No qualification
83,831,28828,7,15,2,Lower secondary
83,831,28828,7,15,3,Lower secondary
83,831,28828,7,15,4,
83,831,28840,10,13,1,No qualification
83,831,28840,10,13,2,No qualification
83,831,28840,10,14,1,No qualification
83,831,28840,10,14,2,Lower secondary
83,831,28840,10,14,3,Lower secondary
83,831,28840,10,14,4,Primary
83,831,28840,10,15,1,No qualification
83,831,28840,10,15,2,Primary
83,831,28840,10,15,3,No qualification
83,831,28840,10,15,4,No qualification
83,831,28849,7,13,1,Lower secondary
83,831,28849,7,13,2,Primary
83,831,28849,7,13,3,Primary
83,831,28849,7,13,4,Higher secondary
83,831,28849,7,13,5,No qualification
83,831,28849,7,14,1,Primary
83,831,28849,7,14,2,No qualification
83,831,28849,7,14,3,Lower secondary
83,831,28849,7,15,1,No qualification
83,831,28849,7,15,2,No qualification
83,831,28849,7,15,3,
83,831,28861,1,13,1,Lower secondary
83,831,28861,1,13,2,Primary
83,831,28861,1,13,3,Lower secondary
83,831,28861,1,14,1,Primary
83,831,28861,1,14,2,No qualification
83,831,28861,1,14,3,Primary
83,831,28861,1,14,4,Higher secondary
83,831,28861,1,14,5,Primary
83,831,28861,1,14,6,
83,831,28861,1,15,1,Lower secondary
83,832,28873,10,13,1,No qualification
83,832,28873,10,13,2,Lower secondary
83,832,28873,10,13,3,Higher secondary
83,832,28873,10,13,4,Primary
83,832,28873,10,14,1,
83,832,28873,10,14,2,Primary
83,832,28873,10,15,1,No qualification
83,832,28873,10,15,2,No qualification
83,832,28879,13,13,1,
83,832,28879,13,13,2,Primary
83,832,28879,13,13,3,Primary
83,832,28879,13,14,1,No qualification
83,832,28879,13,14,2,No qualification
83,832,28879,13,14,3,Primary
83,832,28879,13,15,1,No qualification
83,832,28879,13,15,2,No qualification
83,832,28879,13,15,3,No qualification
83,832,28879,13,15,4,Primary
83,832,28879,13,15,5,Lower secondary
83,832,28879,13,15,6,Primary
83,832,28879,13,15,7,Primary
83,832,28879,13,15,8,No qualification
83,832,28885,29,13,1,Higher secondary
83,832,28885,29,13,2,Primary
83,832,28885,29,13,3,Higher secondary
83,832,28885,29,14,1,Lower secondary
83,832,28885,29,14,2,Primary
83,832,28885,29,14,3,Lower secondary
83,832,28885,29,15,1,No qualification
83,832,28885,29,15,2,No qualification
83,832,28885,29,15,3,Lower secondary
83,832,28891,8,13,1,Primary
83,832,28891,8,13,2,No qualification
83,832,28891,8,13,3,Primary
83,832,28891,8,13,4,Higher secondary
83,832,28891,8,13,5,No qualification
83,832,28891,8,14,1,No qualification
83,832,28891,8,14,2,
83,832,28891,8,14,3,Lower secondary
83,832,28891,8,15,1,No qualification
83,832,28891,8,15,2,Lower secondary
83,832,28894,30,13,1,Primary
83,832,28894,30,13,2,Lower secondary
83,832,28894,30,13,3,No qualification
83,832,28894,30,13,4,Primary
83,832,28894,30,13,5,Primary
83,832,28894,30,14,1,No qualification
83,832,28894,30,15,1,Lower secondary
83,832,28894,30,15,2,Primary
83,832,28894,30,15,3,Primary
83,832,28894,30,15,4,Lower secondary
83,832,28894,30,15,5,No qualification
83,832,28894,30,15,6,
83,833,28903,14,14,1,Higher secondary
83,833,28903,14,14,2,Lower secondary
83,833,28903,14,14,3,Higher secondary
83,833,28903,14,14,4,No qualification
83,833,28903,14,15,1,Higher secondary
83,833,28903,14,15,2,Lower secondary
83,833,28903,14,15,3,Lower secondary
83,833,28903,14,15,4,Higher secondary
83,833,28903,14,15,5,No qualification
83,833,28903,14,15,6,No qualification
83,833,28903,14,19,1,Primary
83,833,28903,14,19,2,College
83,833,28940,12,13,1,Primary
83,833,28940,12,13,2,Primary
83,833,28940,12,13,3,Primary
83,833,28940,12,14,1,Primary
83,833,28940,12,14,2,No qualification
83,833,28940,12,14,3,Primary
83,833,28940,12,14,4,No qualification
83,833,28940,12,14,5,
83,833,28940,12,15,1,College
83,833,28940,12,15,2,Lower secondary
83,833,28940,12,15,3,Lower secondary
83,833,28940,12,15,4,No qualification
83,833,28940,12,15,5,No qualification
83,833,28951,19,13,1,No qualification
83,833,28951,19,13,2,Primary
83,833,28951,19,13,3,Primary
83,833,28951,19,13,4,Lower secondary
83,833,28951,19,13,5,No qualification
83,833,28951,19,14,1,Primary
83,833,28951,19,14,2,No qualification
83,833,28951,19,14,3,Lower secondary
83,833,28951,19,14,4,Lower secondary
83,833,28951,19,15,1,Primary
83,833,28951,19,15,2,Primary
83,833,28960,16,13,1,Primary
83,833,28960,16,13,2,Primary
83,833,28960,16,13,3,Higher secondary
83,833,28960,16,14,1,Primary
83,833,28960,16,14,2,Primary
83,833,28960,16,15,1,Primary
83,833,28960,16,15,2,Primary
83,833,28960,16,15,3,Higher secondary
83,833,28960,16,15,4,
83,833,28960,16,15,5,Higher secondary
83,833,28960,16,15,6,Lower secondary
83,833,28969,16,13,1,Primary
83,833,28969,16,13,2,Primary
83,833,28969,16,13,3,Lower secondary
83,833,28969,16,15,1,No qualification
83,833,28969,16,15,2,Primary
83,833,28969,16,15,3,Primary
83,833,28969,16,20,1,No qualification
83,833,28969,16,20,2,
83,833,28981,2,13,1,Primary
83,833,28981,2,13,2,Primary
83,833,28981,2,13,3,Primary
83,833,28981,2,13,4,Primary
83,833,28981,2,13,5,
83,833,28981,2,13,6,
83,833,28981,2,14,1,Primary
83,833,28981,2,14,2,Higher secondary
83,833,28981,2,14,3,Higher secondary
83,833,28981,2,15,1,No qualification
83,833,28981,2,15,2,Primary
83,834,28993,4,13,1,Higher secondary
83,834,28993,4,13,2,Lower secondary
83,834,28993,4,13,3,No qualification
83,834,28993,4,13,4,
83,834,28993,4,14,1,No qualification
83,834,28993,4,14,2,Lower secondary
83,834,28993,4,14,3,No qualification
83,834,28993,4,15,1,Primary
83,834,28993,4,15,2,Lower secondary
83,834,29002,1,13,1,Primary
83,834,29002,1,13,2,Primary
83,834,29002,1,13,3,Primary
83,834,29002,1,13,4,No qualification
83,834,29002,1,14,1,Primary
83,834,29002,1,14,2,Primary
83,834,29002,1,14,3,Higher secondary
83,834,29002,1,15,1,Primary
83,834,29002,1,15,2,Lower secondary
83,834,29002,1,15,3,Primary
83,834,29011,9,13,1,Lower secondary
83,834,29011,9,13,2,Primary
83,834,29011,9,14,1,Lower secondary
83,834,29011,9,14,2,Lower secondary
83,834,29011,9,14,3,Lower secondary
83,834,29011,9,14,4,Lower secondary
83,834,29011,9,15,1,No qualification
83,834,29011,9,15,2,Lower secondary
83,834,29011,9,15,3,Primary
83,834,29011,9,15,4,Primary
83,834,29011,9,15,5,No qualification
83,834,29020,11,13,1,Primary
83,834,29020,11,13,2,Primary
83,834,29020,11,13,3,Higher secondary
83,834,29020,11,13,4,Lower secondary
83,834,29020,11,14,1,No qualification
83,834,29020,11,14,2,No qualification
83,834,29020,11,15,1,No qualification
83,834,29020,11,15,2,No qualification
83,834,29020,11,15,3,Primary
83,834,29020,11,15,4,Lower secondary
83,834,29020,11,15,5,Primary
83,834,29035,7,13,1,Lower secondary
83,834,29035,7,13,2,
83,834,29035,7,13,3,Higher secondary
83,834,29035,7,13,4,Higher secondary
83,834,29035,7,14,1,No qualification
83,834,29035,7,14,2,Lower secondary
83,834,29035,7,14,3,No qualification
83,834,29035,7,14,4,Lower secondary
83,834,29035,7,14,5,Primary
83,834,29035,7,15,1,Lower secondary
83,834,29035,7,15,2,Primary
83,834,29044,7,13,1,Primary
83,834,29044,7,13,2,No qualification
83,834,29044,7,13,3,Primary
83,834,29044,7,13,4,Primary
83,834,29044,7,14,1,
83,834,29044,7,14,2,Primary
83,834,29044,7,15,1,Primary
83,834,29044,7,15,2,Primary
83,834,29044,7,15,3,Higher secondary
83,834,29044,7,15,4,No qualification
83,835,29050,7,14,1,No qualification
83,835,29050,7,14,2,Lower secondary
83,835,29050,7,14,3,Lower secondary
83,835,29050,7,14,4,Lower secondary
83,835,29050,7,14,5,Primary
83,835,29050,7,15,1,No qualification
83,835,29050,7,15,2,University
83,835,29050,7,15,3,Higher secondary
83,835,29050,7,19,1,Primary
83,835,29050,7,19,2,Primary
83,835,29050,7,19,3,Primary
83,835,29050,7,19,4,Primary
83,835,29062,3,13,1,Primary
83,835,29062,3,13,2,Primary
83,835,29062,3,13,3,Primary
83,835,29062,3,13,4,
83,835,29062,3,14,1,No qualification
83,835,29062,3,14,2,Primary
83,835,29062,3,14,3,No qualification
83,835,29062,3,14,4,Primary
83,835,29062,3,14,5,Primary
83,835,29062,3,14,6,
83,835,29062,3,14,7,Primary
83,835,29062,3,15,1,Primary
83,835,29062,3,15,2,Primary
83,835,29062,3,15,3,College
83,835,29062,3,15,4,College
83,835,29062,3,15,5,No qualification
83,835,29062,3,15,6,
83,835,29077,7,13,1,Primary
83,835,29077,7,13,2,No qualification
83,835,29077,7,13,3,No qualification
83,835,29077,7,14,1,No qualification
83,835,29077,7,14,2,
83,835,29077,7,14,3,Primary
83,835,29077,7,14,4,No qualification
83,835,29077,7,15,1,No qualification
83,835,29086,10,13,1,Primary
83,835,29086,10,13,2,Primary
83,835,29086,10,13,3,Primary
83,835,29086,10,13,4,No qualification
83,835,29086,10,14,1,No qualification
83,835,29086,10,14,2,No qualification
83,835,29086,10,14,3,No qualification
83,835,29086,10,15,1,No qualification
83,835,29086,10,15,2,Primary
83,835,29086,10,15,3,Primary
83,835,29086,10,15,4,Primary
83,835,29086,10,15,5,No qualification
83,835,29095,11,13,1,University
83,835,29095,11,13,2,Lower secondary
83,835,29095,11,13,3,Primary
83,835,29095,11,14,1,No qualification
83,835,29095,11,14,2,No qualification
83,835,29095,11,15,1,Primary
83,835,29095,11,15,2,Primary
83,835,29095,11,15,3,Primary
83,835,29095,11,15,4,No qualification
83,836,29113,5,13,1,No qualification
83,836,29113,5,13,2,Primary
83,836,29113,5,13,3,Primary
83,836,29113,5,13,4,Primary
83,836,29113,5,13,5,No qualification
83,836,29113,5,14,1,Primary
83,836,29113,5,14,2,Primary
83,836,29113,5,14,3,Primary
83,836,29113,5,15,1,No qualification
83,836,29113,5,15,2,No qualification
83,836,29113,5,15,3,Primary
83,836,29122,6,13,1,Lower secondary
83,836,29122,6,13,2,Primary
83,836,29122,6,13,3,Lower secondary
83,836,29122,6,13,4,Primary
83,836,29122,6,13,5,Higher secondary
83,836,29122,6,14,1,Lower secondary
83,836,29122,6,14,2,Higher secondary
83,836,29122,6,14,3,Higher secondary
83,836,29122,6,14,4,
83,836,29122,6,15,1,No qualification
83,836,29122,6,15,2,No qualification
83,836,29131,8,13,1,
83,836,29131,8,13,2,Primary
83,836,29131,8,13,3,Primary
83,836,29131,8,13,4,
83,836,29131,8,14,1,No qualification
83,836,29131,8,14,2,No qualification
83,836,29131,8,14,3,Lower secondary
83,836,29131,8,14,4,
83,836,29131,8,15,1,Lower secondary
83,836,29131,8,15,2,Primary
83,836,29131,8,15,3,No qualification
83,836,29143,6,13,1,Lower secondary
83,836,29143,6,13,2,Higher secondary
83,836,29143,6,13,3,Higher secondary
83,836,29143,6,13,4,Lower secondary
83,836,29143,6,14,1,Lower secondary
83,836,29143,6,14,2,Primary
83,836,29143,6,14,3,Primary
83,836,29143,6,15,1,Primary
83,836,29143,6,15,2,Primary
83,836,29149,18,13,1,Lower secondary
83,836,29149,18,13,2,Lower secondary
83,836,29149,18,13,3,Primary
83,836,29149,18,13,4,No qualification
83,836,29149,18,14,1,Primary
83,836,29149,18,14,2,Primary
83,836,29149,18,14,3,Higher secondary
83,836,29149,18,14,4,
83,836,29149,18,14,5,No qualification
83,836,29149,18,15,1,Primary
83,836,29149,18,15,2,Lower secondary
83,836,29158,9,13,1,Primary
83,836,29158,9,13,2,Primary
83,836,29158,9,13,3,Lower secondary
83,836,29158,9,13,4,Lower secondary
83,836,29158,9,13,5,No qualification
83,836,29158,9,14,1,Primary
83,836,29158,9,14,2,Primary
83,836,29158,9,14,3,No qualification
83,836,29158,9,15,1,
83,836,29167,18,13,1,Primary
83,836,29167,18,13,2,No qualification
83,836,29167,18,13,3,Primary
83,836,29167,18,13,4,No qualification
83,836,29167,18,14,1,Lower secondary
83,836,29167,18,14,2,Lower secondary
83,836,29167,18,14,3,Higher secondary
83,836,29167,18,14,4,Primary
83,836,29167,18,19,1,Lower secondary
83,836,29167,18,19,2,University
83,836,29167,18,19,3,Primary
83,836,29179,4,13,1,
83,836,29179,4,13,2,
83,836,29179,4,19,1,Primary
83,836,29179,4,19,2,No qualification
83,836,29179,4,19,3,Higher secondary
83,836,29179,4,20,1,Higher secondary
83,836,29179,4,20,2,Higher secondary
83,836,29179,4,20,3,No qualification
83,836,29179,4,20,4,No qualification
83,837,29182,13,13,1,Primary
83,837,29182,13,13,2,Primary
83,837,29182,13,13,3,Primary
83,837,29182,13,13,4,Primary
83,837,29182,13,13,5,
83,837,29182,13,13,6,
83,837,29182,13,14,1,MA/MSc
83,837,29182,13,15,1,Primary
83,837,29182,13,15,2,No qualification
83,837,29182,13,15,3,Primary
83,837,29191,11,13,1,Lower secondary
83,837,29191,11,13,2,Lower secondary
83,837,29191,11,13,3,No qualification
83,837,29191,11,14,1,
83,837,29191,11,14,2,
83,837,29191,11,14,3,Primary
83,837,29191,11,14,4,No qualification
83,837,29191,11,15,1,Primary
83,837,29191,11,15,2,Primary
83,837,29191,11,15,3,Higher secondary
83,837,29191,11,15,4,No qualification
83,837,29203,2,13,1,Primary
83,837,29203,2,13,2,Primary
83,837,29203,2,13,3,No qualification
83,837,29203,2,13,4,Lower secondary
83,837,29203,2,13,5,
83,837,29203,2,14,1,Primary
83,837,29203,2,14,2,Primary
83,837,29203,2,14,3,Higher secondary
83,837,29203,2,14,4,No qualification
83,837,29203,2,15,1,No qualification
83,837,29203,2,15,2,No qualification
83,837,29203,2,15,3,No qualification
83,837,29203,2,15,4,Higher secondary
83,837,29212,3,13,1,Primary
83,837,29212,3,13,2,Primary
83,837,29212,3,13,3,No qualification
83,837,29212,3,14,1,Primary
83,837,29212,3,14,2,Higher secondary
83,837,29212,3,14,3,Lower secondary
83,837,29212,3,15,1,No qualification
83,837,29212,3,15,2,No qualification
83,837,29212,3,15,3,Lower secondary
83,837,29221,7,13,1,No qualification
83,837,29221,7,13,2,No qualification
83,837,29221,7,13,3,Primary
83,837,29221,7,14,1,No qualification
83,837,29221,7,14,2,
83,837,29221,7,14,3,
83,837,29221,7,14,4,
83,837,29221,7,14,5,
83,837,29221,7,14,6,No qualification
83,837,29221,7,15,1,Primary
83,837,29221,7,15,2,No qualification
83,837,29233,9,13,1,No qualification
83,837,29233,9,13,2,Primary
83,837,29233,9,13,3,No qualification
83,837,29233,9,13,4,Primary
83,837,29233,9,13,5,Lower secondary
83,837,29233,9,13,6,
83,837,29233,9,14,1,No qualification
83,837,29233,9,14,2,Primary
83,837,29233,9,14,3,Lower secondary
83,837,29233,9,15,1,Primary
83,837,29233,9,15,2,Primary
83,837,29233,9,15,3,Primary
83,837,29233,9,15,4,No qualification
83,837,29233,9,15,5,No qualification
83,838,28906,16,13,1,No qualification
83,838,28906,16,13,2,Lower secondary
83,838,28906,16,14,1,No qualification
83,838,28906,16,14,2,
83,838,28906,16,14,3,Primary
83,838,28906,16,15,1,No qualification
83,838,28906,16,15,2,No qualification
83,838,28915,8,13,1,Higher secondary
83,838,28915,8,14,1,No qualification
83,838,28915,8,14,2,Primary
83,838,28915,8,14,3,Primary
83,838,28915,8,14,4,No qualification
83,838,28915,8,14,5,
83,838,28915,8,15,1,Primary
83,838,28915,8,15,2,Primary
83,838,28915,8,15,3,University
83,838,28915,8,15,4,Higher secondary
83,838,28921,6,13,1,Primary
83,838,28921,6,13,2,Lower secondary
83,838,28921,6,13,3,
83,838,28921,6,14,1,Primary
83,838,28921,6,14,2,Primary
83,838,28921,6,14,3,Higher secondary
83,838,28921,6,14,4,Lower secondary
83,838,28921,6,14,5,No qualification
83,838,28921,6,15,1,No qualification
83,838,28933,8,13,1,No qualification
83,838,28933,8,13,2,Primary
83,838,28933,8,13,3,Lower secondary
83,838,28933,8,13,4,Primary
83,838,28933,8,13,5,
83,838,28933,8,14,1,Primary
83,838,28933,8,14,2,Primary
83,838,28933,8,14,3,No qualification
83,838,28933,8,15,1,Higher secondary
83,838,28933,8,15,2,Lower secondary
83,838,28933,8,15,3,Higher secondary
83,838,28933,8,15,4,Lower secondary
83,838,28948,3,13,1,Primary
83,838,28948,3,13,2,No qualification
83,838,28948,3,13,3,Primary
83,838,28948,3,13,4,Primary
83,838,28948,3,14,1,Primary
83,838,28948,3,14,2,No qualification
83,838,28948,3,14,3,Lower secondary
83,838,28948,3,14,4,Primary
83,838,28948,3,19,1,Primary
83,838,28948,3,19,2,Primary
83,838,28948,3,19,3,Primary
83,838,28948,3,19,4,No qualification
84,842,29236,14,13,1,Higher secondary
84,842,29236,14,13,2,Higher secondary
84,842,29236,14,13,3,Higher secondary
84,842,29236,14,13,4,Higher secondary
84,842,29236,14,13,5,Higher secondary
84,842,29236,14,13,6,No qualification
84,842,29236,14,14,1,No qualification
84,842,29236,14,14,2,No qualification
84,842,29236,14,14,3,Primary
84,842,29236,14,14,4,No qualification
84,842,29236,14,14,5,
84,842,29236,14,14,6,
84,842,29236,14,14,7,Primary
84,842,29236,14,15,1,Primary
84,842,29236,14,15,2,Primary
84,842,29236,14,15,3,Higher secondary
84,842,29248,6,13,1,Primary
84,842,29248,6,13,2,Higher secondary
84,842,29248,6,13,3,Primary
84,842,29248,6,13,4,Primary
84,842,29248,6,13,5,Lower secondary
84,842,29248,6,13,6,Primary
84,842,29248,6,13,7,Lower secondary
84,842,29248,6,13,8,Primary
84,842,29248,6,13,9,No qualification
84,842,29248,6,14,1,Lower secondary
84,842,29248,6,14,2,No qualification
84,842,29248,6,15,1,Primary
84,842,29248,6,15,2,Primary
84,842,29248,6,15,3,Higher secondary
84,842,29248,6,15,4,Higher secondary
84,842,29248,6,15,5,Lower secondary
84,842,29257,7,13,1,No qualification
84,842,29257,7,13,2,Primary
84,842,29257,7,13,3,Primary
84,842,29257,7,13,4,Lower secondary
84,842,29257,7,14,1,Primary
84,842,29257,7,14,2,
84,842,29257,7,14,3,Primary
84,842,29257,7,14,4,
84,842,29257,7,15,1,
84,842,29257,7,15,2,
84,842,29257,7,15,3,
84,844,29266,4,13,1,
84,844,29266,4,13,2,
84,844,29266,4,13,3,Primary
84,844,29266,4,13,4,No qualification
84,844,29266,4,14,1,Higher secondary
84,844,29266,4,14,2,Lower secondary
84,844,29266,4,15,1,Lower secondary
84,844,29266,4,15,2,Primary
84,844,29266,4,15,3,Primary
84,844,29266,4,15,4,No qualification
84,844,29266,4,15,5,Higher secondary
84,844,29269,4,13,1,Primary
84,844,29269,4,13,2,No qualification
84,844,29269,4,13,3,Lower secondary
84,844,29269,4,13,4,Primary
84,844,29269,4,14,1,No qualification
84,844,29269,4,14,2,Lower secondary
84,844,29269,4,15,1,Primary
84,844,29269,4,15,2,No qualification
84,844,29269,4,15,3,Primary
84,844,29269,4,15,4,Higher secondary
84,844,29269,4,15,5,No qualification
84,844,29272,13,13,1,Lower secondary
84,844,29272,13,13,2,No qualification
84,844,29272,13,13,3,Primary
84,844,29272,13,13,4,Lower secondary
84,844,29272,13,15,1,Lower secondary
84,844,29272,13,15,2,Primary
84,844,29272,13,15,3,Lower secondary
84,844,29272,13,15,4,No qualification
84,844,29272,13,19,1,Lower secondary
84,844,29272,13,19,2,No qualification
84,844,29272,13,19,3,No qualification
84,844,29278,13,13,1,Lower secondary
84,844,29278,13,13,2,Primary
84,844,29278,13,13,3,No qualification
84,844,29278,13,14,1,No qualification
84,844,29278,13,14,2,No qualification
84,844,29278,13,14,3,Higher secondary
84,844,29278,13,14,4,Higher secondary
84,844,29278,13,15,1,Lower secondary
84,844,29278,13,15,2,Primary
84,844,29278,13,15,3,Higher secondary
84,844,29278,13,15,4,No qualification
84,844,29284,16,13,1,No qualification
84,844,29284,16,13,2,No qualification
84,844,29284,16,13,3,Primary
84,844,29284,16,13,4,College
84,844,29284,16,13,5,Higher secondary
84,844,29284,16,14,1,No qualification
84,844,29284,16,14,2,No qualification
