,tinh,huyen,xa,diaban,hoso,matv,age,male,married,yoeduc,income,sector
21138,56,568,22384,17,13,1,42,1,1,4,23097,FarmForestAqua
20695,54,558,22111,13,13,3,39,0,0,4,18000,FarmForestAqua
12789,35,349,13357,8,13,3,20,1,0,12,31047,Private
2206,4,40,1285,3,15,1,37,0,1,12,6970,Private
650,1,16,448,4,13,1,49,1,1,11,16443,Private
34075,91,906,30904,16,20,2,37,0,1,12,16640,StateRun
19573,51,528,21238,1,13,1,28,1,1,9,27865,HomeBusiness
13937,37,372,14428,9,13,1,55,1,1,9,10063,Collective
30008,80,806,28135,8,13,1,39,1,1,7,8543,Collective
1597,1,282,10441,14,13,1,46,1,1,18,41446,StateRun
18860,49,506,20524,4,15,1,35,1,1,10,20076,Collective
9660,26,253,8800,3,13,3,28,1,1,9,24200,Private
12003,33,331,12307,7,14,1,33,1,1,9,22220,HomeBusiness
9620,26,252,9151,2,14,2,33,0,1,5,20512,HomeBusiness
11138,31,307,11437,17,15,1,45,1,1,7,15584,HomeBusiness
16088,40,430,17959,10,13,1,40,1,1,9,16037,Private
24525,67,661,24631,10,20,4,14,0,0,0,4176,FarmForestAqua
36206,95,958,31906,15,14,4,16,1,0,8,3444,Private
26417,72,712,25720,24,19,2,22,1,0,9,28839,Foreign
10475,30,292,10720,5,13,4,18,0,0,12,9414,Foreign
11102,31,306,11413,34,13,1,60,1,1,16,129207,Private
28383,79,760,26758,21,14,2,52,0,1,12,44438,StateRun
28862,79,768,27070,5,20,2,43,0,1,16,106432,Private
30130,80,808,28216,3,13,2,40,1,1,5,20310,HomeBusiness
27831,75,742,26500,31,13,4,28,1,0,0,37485,Foreign
1556,1,281,10366,19,13,1,44,0,1,14,17765,Collective
22782,62,608,23326,14,15,2,33,1,1,3,13464,FarmForestAqua
18281,48,491,20218,5,19,2,55,0,1,12,12000,HomeBusiness
32198,86,861,29812,13,14,2,42,1,1,5,19169,HomeBusiness
13429,36,361,13912,16,14,2,47,0,1,12,1425,HomeBusiness
10645,30,296,10954,11,13,3,18,1,0,12,3191,Collective
34681,92,923,31212,22,14,1,28,1,1,2,33846,FarmForestAqua
33359,89,889,30466,23,19,1,39,1,1,12,5575,StateRun
6396,19,164,5470,1,20,1,40,0,1,11,30820,HomeBusiness
23029,62,616,23527,10,13,1,62,1,1,7,24798,StateRun
10646,30,296,10954,11,13,1,39,1,1,9,28361,HomeBusiness
25060,68,673,24838,18,15,3,18,1,0,6,9026,HomeBusiness
24057,66,648,24292,5,14,1,41,1,1,12,14850,StateRun
15048,38,403,16231,7,14,2,62,0,1,6,3338,HomeBusiness
10649,30,296,10954,11,14,2,55,0,1,9,3102,HomeBusiness
12159,34,336,13108,10,14,2,47,0,1,9,9594,FarmForestAqua
11806,33,328,12121,4,15,2,45,0,1,9,9335,HomeBusiness
17796,46,476,19864,10,14,4,29,0,1,12,22245,StateRun
29041,79,773,27286,13,15,1,45,1,1,4,24951,Private
24907,68,672,24769,7,15,3,25,1,0,9,27440,HomeBusiness
16168,42,436,18077,6,14,1,34,1,1,18,63479,StateRun
16167,42,436,18077,6,13,2,55,0,1,9,62522,StateRun
5530,15,135,4348,4,15,1,48,0,0,9,29229,StateRun
32430,87,867,29911,35,13,4,32,0,0,12,30539,Private
20669,54,558,22090,9,13,1,38,1,1,1,18614,FarmForestAqua
10528,30,293,10795,2,14,3,26,1,1,12,28744,Private
26451,72,712,25735,26,15,2,24,0,1,9,35266,Foreign
9449,26,249,8962,1,15,3,27,1,1,12,44000,Private
14256,37,377,14743,2,14,3,19,1,0,10,13845,HomeBusiness
27468,75,736,26224,17,20,3,30,1,0,12,19984,StateRun
12585,34,343,13156,1,13,2,53,0,1,9,18054,FarmForestAqua
15172,38,406,16453,9,15,1,52,1,1,9,22451,HomeBusiness
32471,87,868,29986,4,15,2,33,0,1,6,9623,FarmForestAqua
31120,83,835,29086,10,13,2,45,0,1,5,8283,FarmForestAqua
9568,26,252,9097,1,13,1,37,1,1,6,26100,HomeBusiness
29615,80,797,27757,3,14,3,23,0,0,12,13411,StateRun
33876,91,900,30772,2,15,2,40,1,1,2,60054,FarmForestAqua
9866,27,259,9265,6,14,2,42,0,1,9,10017,Foreign
1198,1,273,9826,3,15,1,34,0,1,14,16974,StateRun
23203,64,622,23590,14,15,1,46,1,1,7,10825,FarmForestAqua
35035,93,932,31359,10,20,2,15,0,0,3,13433,HomeBusiness
12904,35,351,13471,1,13,1,41,1,1,12,17354,HomeBusiness
35309,93,936,31474,1,15,1,39,1,1,8,12244,Private
12132,34,336,12451,8,15,1,50,1,1,14,82174,StateRun
33898,91,902,30787,33,15,4,29,0,1,12,38504,StateRun
7411,22,194,6718,4,13,6,32,0,1,8,29400,HomeBusiness
21779,58,585,22813,19,15,1,36,1,1,0,11346,FarmForestAqua
20571,54,555,22027,11,14,4,25,0,1,12,25200,Private
28003,77,748,26554,23,14,3,37,0,1,7,18200,HomeBusiness
27843,77,747,26508,5,14,3,24,1,0,16,13200,HomeBusiness
10931,31,303,11308,12,14,4,20,0,0,9,13500,HomeBusiness
729,1,17,508,14,13,3,26,0,0,16,30693,Foreign
21616,58,582,22738,2,15,3,21,1,0,12,19844,HomeBusiness
31344,84,842,29236,14,13,3,49,1,1,12,75856,StateRun
3498,10,80,2647,18,15,1,54,1,1,16,70556,StateRun
10288,30,288,10531,42,15,1,42,0,0,5,23965,HomeBusiness
10035,27,261,9385,11,15,3,28,1,1,16,104472,Private
26544,74,718,25768,15,19,1,58,1,1,16,10779,StateRun
11859,33,329,12169,2,14,2,48,0,1,9,9327,Private
27639,75,739,26353,5,20,5,18,1,0,6,12359,HomeBusiness
27141,75,731,26020,39,19,2,28,0,1,11,35848,Foreign
23677,64,638,24048,1,13,1,56,0,0,9,3833,StateRun
34701,92,923,31216,14,15,1,41,1,1,0,18509,FarmForestAqua
31603,84,847,29377,2,15,2,26,0,1,0,8863,HomeBusiness
10796,30,298,11146,16,14,4,17,0,0,9,7806,Private
14102,37,375,14593,8,14,1,44,1,1,9,26579,HomeBusiness
20654,54,557,22066,10,13,4,23,1,0,9,10200,FarmForestAqua
42,1,1,22,19,14,2,35,0,1,16,50431,StateRun
7495,22,195,6781,11,14,2,46,0,1,9,38700,HomeBusiness
21438,56,572,22573,3,13,4,25,1,0,9,40322,HomeBusiness
8032,24,217,7393,9,13,1,39,1,1,7,9579,HomeBusiness
18397,48,492,20245,12,14,5,27,0,1,16,43911,Private
32970,87,877,30253,20,14,1,44,1,1,5,16956,HomeBusiness
12630,34,344,13219,19,13,3,21,0,1,12,4417,Private
20748,54,559,22147,1,14,2,17,1,0,8,5400,FarmForestAqua
532,1,9,349,7,13,3,27,0,0,18,48534,StateRun
13983,37,373,14473,6,15,3,19,1,0,9,9103,HomeBusiness
25918,70,696,25417,25,15,3,14,0,0,2,19206,Private
35602,94,944,31609,6,13,1,58,1,1,11,7726,FarmForestAqua
19967,52,540,21559,35,19,2,30,0,1,12,23031,Private
13449,36,361,13942,3,13,1,31,1,1,5,14850,HomeBusiness
9207,26,246,8770,2,13,2,28,1,1,12,36500,StateRun
9266,26,246,8842,3,13,1,58,1,1,9,9119,HomeBusiness
28145,77,751,26641,1,13,2,19,1,0,9,13500,FarmForestAqua
32788,87,874,30142,9,14,1,46,1,1,2,5012,FarmForestAqua
29056,79,774,27304,25,13,4,26,1,0,12,44868,StateRun
18616,48,495,20306,7,19,4,23,0,0,14,26500,Private
28131,77,751,26623,5,15,2,38,0,1,6,4800,HomeBusiness
19236,49,515,20914,8,15,1,44,1,1,3,4776,FarmForestAqua
32482,87,869,29926,17,15,1,40,1,1,12,3616,FarmForestAqua
7562,22,196,6832,23,13,4,26,0,1,12,25000,StateRun
27028,75,731,25993,24,14,2,39,1,1,14,70336,StateRun
32919,87,876,30223,12,13,3,31,1,1,6,27429,HomeBusiness
33855,91,899,30760,3,15,3,27,1,1,2,31749,Private
33614,89,893,30637,30,14,3,25,0,0,16,37069,StateRun
30749,82,824,28723,17,14,3,49,0,0,12,34661,StateRun
27215,75,731,26050,31,13,1,48,0,1,12,54548,StateRun
25096,68,675,24846,5,14,2,49,0,1,11,23813,StateRun
29363,79,783,27532,20,13,3,47,1,1,12,55539,HomeBusiness
12069,33,332,12382,9,13,3,27,0,0,9,32010,Private
20018,52,540,21592,1,19,1,75,1,1,16,22623,HomeBusiness
35770,94,949,31756,13,15,2,32,0,1,16,24572,StateRun
27949,77,747,26535,28,15,4,28,1,0,14,52500,StateRun
32773,87,874,30136,7,13,3,20,1,0,10,1903,HomeBusiness
26141,72,707,25573,6,14,1,50,1,0,7,18744,FarmForestAqua
12899,35,351,13459,3,14,6,21,0,1,9,22676,Private
28991,79,772,27220,39,13,2,32,1,0,12,42740,Private
14559,38,391,15199,9,13,3,19,1,0,9,13523,HomeBusiness
31108,83,835,29062,3,15,3,34,1,1,14,26656,StateRun
2196,4,40,1285,3,13,4,25,1,0,12,18907,HomeBusiness
6134,17,155,5173,7,14,2,29,1,1,12,18700,Private
21576,56,574,22678,3,15,3,24,0,0,12,49666,Private
23766,66,643,24136,33,13,1,48,0,1,9,30500,StateRun
29203,79,776,27421,21,14,2,50,1,1,10,80416,StateRun
18729,49,502,20362,12,14,1,34,1,1,9,17463,HomeBusiness
29541,79,787,27667,26,14,4,30,1,1,12,60587,StateRun
14088,37,375,14572,10,15,1,41,1,1,9,19642,HomeBusiness
28285,77,753,26692,35,15,1,59,0,0,2,18150,HomeBusiness
27416,75,735,26203,1,13,3,23,1,1,4,15453,FarmForestAqua
15347,40,413,16732,3,13,4,22,1,0,12,6411,HomeBusiness
26281,72,709,25648,18,13,3,19,1,0,8,17567,HomeBusiness
15316,40,412,16687,7,19,2,38,1,1,12,30478,Private
16321,42,440,18298,10,14,1,47,1,1,6,19011,HomeBusiness
16010,40,429,17827,3,14,2,60,1,1,12,47434,StateRun
12739,35,349,13321,13,13,4,29,1,0,9,29251,HomeBusiness
25384,68,680,25084,24,13,2,52,0,1,4,9555,FarmForestAqua
29914,80,803,28033,7,15,3,38,0,1,12,26507,Foreign
12313,34,340,12688,2,15,1,52,0,0,16,38171,StateRun
33050,89,883,30292,17,15,6,26,0,0,12,45534,Private
31923,86,857,29587,13,14,2,45,1,1,9,27868,Private
36404,95,961,31918,7,13,2,22,1,1,8,5973,Private
33878,91,900,30772,2,15,3,37,0,1,9,19226,HomeBusiness
2902,6,64,2062,6,14,3,23,1,0,12,11161,FarmForestAqua
27550,75,737,26287,12,19,1,59,1,1,5,24879,FarmForestAqua
13651,36,364,14140,4,13,2,24,0,1,9,15203,HomeBusiness
23834,66,643,24166,13,15,2,26,1,0,9,19200,FarmForestAqua
34560,92,917,31157,27,15,4,30,0,1,5,9600,FarmForestAqua
26826,74,723,25921,11,14,2,21,1,1,9,29082,Private
35485,94,942,31594,5,20,2,45,0,1,0,6075,FarmForestAqua
25140,68,676,24898,7,13,3,30,1,1,12,38064,HomeBusiness
20898,54,562,22294,12,15,2,32,0,1,9,12240,HomeBusiness
29828,80,802,27958,4,15,1,31,1,1,2,18086,Private
20070,52,543,21658,2,13,1,37,1,1,6,20601,FarmForestAqua
28072,77,750,26581,11,19,4,34,1,0,5,36500,FarmForestAqua
7890,24,213,7228,8,13,3,26,0,0,12,23657,Foreign
33589,89,893,30628,10,13,2,55,1,1,8,35373,Private
35934,94,951,31687,21,14,4,19,0,0,5,10521,Private
26310,72,710,25663,17,13,2,52,0,1,12,33187,StateRun
33300,89,888,30433,4,14,3,18,0,0,10,9577,FarmForestAqua
9152,26,243,8725,7,15,3,23,1,1,9,22756,Foreign
17309,45,465,19453,2,14,2,37,0,1,5,31313,StateRun
386,1,7,268,16,15,3,23,0,0,16,17134,Private
25737,70,693,25312,3,13,1,44,0,0,0,16542,FarmForestAqua
25611,70,691,25246,7,13,4,22,1,1,10,41963,Private
21230,56,569,22432,3,15,4,34,1,1,7,5889,FarmForestAqua
2000,2,32,1069,1,15,1,33,1,1,9,4381,StateRun
31265,83,837,29221,7,13,2,47,0,1,4,1530,FarmForestAqua
9313,26,247,8878,6,14,2,22,1,0,2,28080,FarmForestAqua
9955,27,260,9343,14,15,2,34,0,1,5,34580,Private
23034,62,616,23527,10,14,3,29,1,0,10,20304,HomeBusiness
19638,51,528,21277,3,15,1,38,1,1,9,35844,HomeBusiness
31771,84,849,29473,13,14,3,17,0,0,9,17731,Foreign
20811,54,561,22207,2,14,2,27,0,1,12,49402,StateRun
10557,30,294,10825,8,13,3,24,0,1,12,23662,Foreign
16916,44,454,19105,13,15,3,23,1,0,9,27940,Private
34836,92,926,31299,11,14,2,44,0,1,7,11520,FarmForestAqua
12517,34,342,13042,16,15,1,36,1,1,5,8549,HomeBusiness
1049,1,271,9631,1,13,1,49,1,1,9,31610,HomeBusiness
5306,14,125,4126,15,13,3,16,1,0,8,16726,StateRun
13847,37,369,14344,10,13,1,39,1,1,9,25433,Private
32942,87,876,30235,21,14,2,32,0,1,12,32256,StateRun
32076,86,859,29692,6,15,4,29,0,1,14,22089,StateRun
18690,48,497,20332,11,13,2,37,0,1,12,24000,StateRun
385,1,7,268,16,14,2,35,0,1,12,34258,Private
29968,80,805,28096,10,14,2,46,0,1,6,3801,HomeBusiness
28996,79,772,27220,39,19,3,41,0,0,12,29915,Foreign
26542,74,718,25768,15,19,5,30,0,1,16,35158,StateRun
21105,56,568,22369,17,14,1,41,1,1,12,41463,Private
1490,1,279,10213,7,15,4,26,1,0,12,27594,HomeBusiness
9654,26,253,8776,8,15,1,51,1,1,9,18000,FarmForestAqua
35168,93,934,31423,9,13,5,18,0,0,9,5619,HomeBusiness
10669,30,296,10984,8,15,1,44,1,1,9,12947,HomeBusiness
36484,96,964,32008,34,19,5,28,1,0,16,28750,StateRun
1853,2,29,892,5,13,2,38,1,1,12,74000,StateRun
6063,17,154,5089,10,14,3,33,1,1,16,24600,StateRun
614,1,16,406,19,15,1,46,1,1,9,10839,HomeBusiness
27548,75,737,26287,12,19,2,53,0,1,5,24714,FarmForestAqua
3523,10,80,2668,5,15,2,27,0,1,12,6090,Private
960,1,268,9538,12,13,5,24,1,0,12,13366,Private
25712,70,692,25294,4,13,4,22,0,0,12,30119,StateRun
22175,60,594,23235,16,15,3,27,0,0,12,31100,StateRun
3488,10,80,2647,18,13,2,38,1,1,16,65521,StateRun
29223,79,777,27436,23,14,1,31,1,1,16,318610,Foreign
5289,14,125,4105,14,14,1,45,0,1,12,4897,FarmForestAqua
22566,60,600,23212,11,13,2,51,0,1,9,32000,StateRun
12623,34,344,13210,16,13,1,50,1,1,9,16099,HomeBusiness
8060,24,217,7420,8,15,4,20,0,0,11,18880,Private
21559,56,574,22666,1,15,1,43,1,1,3,17327,FarmForestAqua
11299,31,311,11572,11,15,3,16,1,0,7,22851,HomeBusiness
1150,1,273,9790,9,13,1,45,1,1,12,40632,StateRun
4366,12,105,3387,13,14,1,28,1,1,8,45049,Private
11437,31,314,11743,15,14,3,29,1,1,8,19647,HomeBusiness
21691,58,582,22768,17,14,4,30,0,1,8,13141,StateRun
24973,68,672,24796,15,14,3,26,1,0,2,17530,HomeBusiness
28005,77,748,26554,23,15,3,18,0,0,9,6000,HomeBusiness
9224,26,246,8789,8,13,4,25,1,1,12,6071,StateRun
6073,17,154,5101,8,14,2,40,0,1,7,8900,HomeBusiness
5477,15,133,4288,10,15,3,20,1,0,9,11882,HomeBusiness
32300,86,863,29779,3,13,1,36,1,1,3,9076,FarmForestAqua
13696,36,365,14179,7,15,3,20,1,0,9,5944,HomeBusiness
22137,60,593,22966,2,13,1,43,0,1,0,7700,HomeBusiness
35648,94,946,31648,9,13,3,15,1,0,9,1738,FarmForestAqua
35681,94,947,31684,5,20,2,30,1,1,5,23352,Private
29878,80,803,28003,11,15,1,56,0,0,5,3422,FarmForestAqua
20472,52,550,21955,11,15,1,49,1,1,9,32126,HomeBusiness
19841,51,534,21451,20,14,2,40,0,1,16,25391,StateRun
18955,49,507,20596,6,15,3,22,1,0,12,38175,HomeBusiness
24198,66,651,24401,3,15,4,25,0,1,3,12600,FarmForestAqua
7843,22,206,7156,10,15,1,51,0,0,5,24000,HomeBusiness
7252,20,188,6529,10,14,1,44,1,1,11,47705,HomeBusiness
26951,74,725,25963,46,13,1,55,0,1,16,55221,StateRun
35423,94,941,31519,16,13,1,49,1,1,12,133903,Private
36582,96,966,32062,13,19,1,24,0,1,0,3276,FarmForestAqua
33765,89,894,30721,1,13,2,31,0,1,2,19768,FarmForestAqua
26022,72,705,25492,4,15,3,20,1,0,7,20996,FarmForestAqua
35862,94,950,31798,21,15,3,18,0,0,7,3858,FarmForestAqua
35409,94,941,31507,5,19,3,25,1,0,16,22937,StateRun
32596,87,871,30031,8,15,3,28,1,0,12,23600,StateRun
10123,27,262,9439,9,13,2,29,0,1,9,9181,Private
32062,86,859,29686,4,14,1,70,0,0,0,238,FarmForestAqua
26987,74,725,25975,11,15,2,35,1,1,7,79013,Private
16480,42,444,18529,16,13,1,39,1,1,12,14184,StateRun
31917,86,857,29578,14,19,3,34,1,1,7,11611,FarmForestAqua
19476,51,525,21130,10,15,1,40,1,1,9,17034,HomeBusiness
2164,4,40,1267,19,14,3,33,0,1,16,79054,StateRun
35363,93,936,31492,5,14,4,17,1,0,10,7348,Private
23223,64,623,23620,1,13,3,19,1,0,9,19860,Private
25156,68,676,24910,7,15,1,40,1,1,6,13267,HomeBusiness
18323,48,491,20225,13,19,1,35,1,1,16,89500,Foreign
13299,36,359,13780,20,13,3,22,1,0,12,7298,HomeBusiness
22089,60,593,22927,16,13,10,18,0,0,0,13542,HomeBusiness
11621,33,325,11986,14,13,1,50,1,1,12,42846,StateRun
31429,84,844,29284,16,13,5,21,0,0,12,19248,Foreign
310,1,6,205,2,15,3,31,0,0,12,52846,Foreign
11799,33,328,12121,4,13,1,29,1,1,9,34733,Private
34439,92,916,31120,22,15,3,20,1,0,12,9000,HomeBusiness
452,1,8,307,54,15,3,26,1,1,16,46151,StateRun
18936,49,507,20579,4,15,2,22,1,0,9,18327,HomeBusiness
18450,48,492,20257,23,14,2,50,0,1,12,41140,StateRun
34665,92,923,31210,14,13,3,18,0,0,4,24600,Private
345,1,6,232,17,14,5,28,1,1,16,140095,Private
5699,15,138,4576,5,15,1,32,1,1,12,7645,FarmForestAqua
32287,86,862,29854,23,13,4,31,0,1,6,3720,FarmForestAqua
25891,70,696,25402,9,15,1,39,1,1,16,26084,StateRun
20115,52,543,21676,5,14,1,38,1,1,6,21528,FarmForestAqua
20567,54,555,22027,11,14,1,54,1,1,12,8760,StateRun
28831,79,767,27040,18,20,1,45,1,1,5,48297,HomeBusiness
16986,44,455,19156,21,14,2,47,1,1,16,55684,StateRun
25055,68,673,24838,18,14,3,19,1,0,10,17266,StateRun
28218,77,752,26665,6,14,3,20,1,0,8,27000,HomeBusiness
8455,24,223,7831,4,13,1,37,1,1,5,24796,HomeBusiness
19582,51,528,21238,1,15,1,59,1,1,6,22071,HomeBusiness
36596,96,967,32072,2,13,1,68,1,1,3,1129,FarmForestAqua
7963,24,216,7330,10,13,3,20,1,0,12,27177,HomeBusiness
32041,86,859,29671,2,14,2,48,0,1,12,5359,FarmForestAqua
8348,24,221,7708,1,15,1,43,1,1,9,8738,HomeBusiness
23956,66,646,24211,1,14,1,62,1,1,9,4366,HomeBusiness
36624,96,967,32086,8,13,2,20,0,0,6,1445,Foreign
30446,82,820,28450,15,13,1,53,0,0,2,2475,FarmForestAqua
22422,60,598,23110,22,15,3,19,1,0,6,18000,HomeBusiness
23149,64,622,23572,27,13,1,34,0,1,9,23079,HomeBusiness
27137,75,731,26017,42,15,1,45,0,0,12,88497,StateRun
169,1,4,124,39,20,1,41,1,1,16,125614,Private
10945,31,303,11320,6,15,3,36,1,1,16,72284,StateRun
25091,68,675,24846,5,13,2,31,0,1,6,11151,FarmForestAqua
24005,66,647,24253,1,15,2,30,0,1,12,38900,StateRun
10057,27,262,9400,5,13,3,25,0,0,16,18521,StateRun
7786,22,205,7111,17,15,1,25,1,1,9,60932,StateRun
9347,26,248,8911,2,14,2,22,0,1,12,23100,Private
12171,34,338,12478,7,14,3,22,1,0,12,34674,Private
35736,94,947,31729,6,14,1,44,1,1,7,7233,Private
27302,75,732,26095,23,15,2,60,0,1,5,15659,FarmForestAqua
28435,79,762,26797,82,15,2,22,0,1,9,44822,Foreign
1737,2,27,781,3,13,1,29,0,1,16,33100,StateRun
14838,38,397,15742,1,15,3,27,1,1,9,38034,HomeBusiness
36599,96,967,32072,2,15,3,35,1,1,2,4853,FarmForestAqua
10426,30,291,10654,1,15,2,27,0,1,9,10988,Foreign
17696,46,474,19786,11,14,1,68,1,1,9,26826,StateRun
23220,64,623,23620,1,13,8,23,0,1,12,17559,StateRun
20274,52,547,21823,18,13,1,29,1,1,9,22245,HomeBusiness
16235,42,439,18172,4,14,3,29,1,1,12,16882,Private
20468,52,550,21955,11,14,4,38,0,0,16,33204,StateRun
16732,44,450,18880,3,15,4,23,1,0,12,1203,HomeBusiness
30713,82,823,28678,18,14,1,34,1,1,2,17847,FarmForestAqua
23960,66,646,24211,1,15,2,28,1,0,7,24000,HomeBusiness
34047,91,905,30893,2,14,2,23,0,0,4,16197,FarmForestAqua
28492,79,763,26839,5,13,2,42,0,1,9,18151,Foreign
19229,49,515,20914,8,14,3,28,1,1,6,4883,FarmForestAqua
4688,12,109,3549,3,14,1,50,1,1,11,24922,StateRun
17666,46,474,19774,19,13,5,17,0,0,9,17641,HomeBusiness
28483,79,762,26818,20,19,1,34,1,1,4,36357,HomeBusiness
20377,52,549,21907,4,13,3,27,1,0,12,8498,StateRun
10995,31,304,11359,12,13,3,26,1,0,16,46569,StateRun
24609,67,662,24655,5,15,4,21,1,0,7,15442,FarmForestAqua
26655,74,721,25828,16,13,3,23,1,0,9,30894,HomeBusiness
32476,87,869,29926,17,13,3,30,0,1,16,34806,StateRun
35651,94,946,31648,9,14,2,37,0,1,0,10809,FarmForestAqua
25956,72,703,25456,22,15,1,30,1,1,0,43483,HomeBusiness
26986,74,725,25975,11,15,1,31,0,1,7,22817,Foreign
26105,72,706,25546,16,13,1,50,1,1,5,7523,FarmForestAqua
22670,62,608,23281,10,14,2,41,0,1,16,44908,StateRun
27545,75,737,26287,12,19,4,23,1,0,12,29291,Foreign
7377,22,193,6691,3,14,1,50,1,1,16,111786,StateRun
26078,72,706,25525,10,20,3,26,0,1,6,10076,FarmForestAqua
6876,20,178,5983,3,13,2,29,1,0,7,19049,HomeBusiness
17958,46,479,19981,10,13,1,41,1,1,4,18365,HomeBusiness
31754,84,849,29464,19,14,3,28,1,0,12,10642,HomeBusiness
2089,2,34,1189,5,13,2,52,1,1,7,18000,Private
34512,92,917,31153,11,14,5,32,1,1,12,18760,HomeBusiness
10514,30,293,10780,11,13,3,22,1,0,12,44811,Private
22000,58,588,22849,5,14,6,17,1,0,0,3528,FarmForestAqua
17725,46,474,19798,4,20,4,27,1,0,12,22039,HomeBusiness
32199,86,861,29812,13,14,5,20,1,0,7,14639,HomeBusiness
19202,49,514,20866,3,14,3,30,1,0,12,39955,Private
9451,26,249,8962,1,15,4,25,0,0,12,25500,Private
20754,54,559,22153,12,13,1,35,1,1,0,19000,FarmForestAqua
28505,79,763,26845,43,13,1,43,1,1,9,16141,Private
21456,56,572,22579,10,13,4,18,1,0,6,15012,FarmForestAqua
10478,30,292,10720,5,15,3,25,1,0,16,28736,HomeBusiness
13193,36,356,13669,8,14,1,36,1,1,12,61750,StateRun
1667,2,24,692,7,13,1,27,0,1,12,34815,StateRun
17594,46,474,19744,5,13,4,34,0,1,12,24789,Private
490,1,8,328,14,14,2,34,0,1,16,41106,StateRun
30382,82,819,28411,24,13,1,47,1,1,6,4754,HomeBusiness
276,1,6,187,10,14,4,49,0,0,16,37590,Private
32257,86,862,29839,6,14,1,27,1,1,8,18195,HomeBusiness
20868,54,562,22273,11,14,3,26,1,0,16,21216,StateRun
27228,75,731,26053,18,14,1,53,1,1,11,29123,HomeBusiness
14656,38,394,15427,9,13,3,19,0,0,10,6715,HomeBusiness
515,1,9,343,24,14,2,54,1,1,16,100602,StateRun
3518,10,80,2665,3,20,2,37,0,1,12,33255,Private
30308,82,819,28375,7,13,3,23,1,1,16,9008,StateRun
12157,34,336,13108,10,13,1,58,1,1,12,3864,StateRun
10506,30,293,10768,4,14,3,22,1,0,9,30885,Private
29862,80,802,27985,19,15,1,39,0,0,8,28262,Foreign
27366,75,734,26143,2,15,3,29,1,0,11,45337,Private
10614,30,295,10909,11,13,2,51,1,1,9,7276,HomeBusiness
27430,75,736,26206,15,14,4,21,1,0,8,14835,HomeBusiness
35612,94,944,31609,6,15,2,60,0,1,0,1736,FarmForestAqua
506,1,8,337,29,14,1,36,1,1,18,97561,StateRun
28509,79,763,26845,43,14,3,17,0,0,9,8724,Private
29196,79,776,27415,7,19,4,21,0,0,7,28685,HomeBusiness
13890,37,372,14383,4,14,3,28,1,0,12,10800,StateRun
8535,25,227,7891,1,15,5,25,1,0,16,21140,StateRun
27810,75,742,26473,2,14,2,37,0,1,6,43875,Foreign
23814,66,643,24154,2,15,1,40,1,1,3,31200,FarmForestAqua
25147,68,676,24910,7,13,1,53,1,1,16,38073,StateRun
3393,8,76,2560,12,15,5,19,0,0,12,29172,Private
8069,24,217,7432,6,13,2,37,1,1,9,23260,HomeBusiness
32237,86,862,29827,1,15,2,57,1,1,3,3575,FarmForestAqua
29148,79,776,27391,29,13,1,51,1,1,10,107057,StateRun
30568,82,821,28546,10,15,2,42,0,1,9,13543,HomeBusiness
35962,95,954,31816,26,13,3,30,1,0,16,45592,StateRun
28398,79,761,26767,10,15,1,21,1,0,9,37635,Private
26676,74,721,25840,10,14,1,25,0,0,9,32368,Foreign
28088,77,750,26596,12,15,2,28,1,0,12,38400,Private
14093,37,375,14587,9,13,1,53,1,1,9,5408,Collective
25168,68,677,24931,17,13,1,46,0,1,12,22828,StateRun
34707,92,923,31219,32,13,1,55,1,1,5,6000,FarmForestAqua
27712,75,740,26416,14,14,3,18,1,0,9,25442,Private
8699,25,231,8119,1,20,1,45,1,1,9,22400,HomeBusiness
7644,22,201,6922,2,13,1,52,1,1,12,37500,StateRun
2742,6,62,1936,13,14,2,37,1,1,12,19022,StateRun
14782,38,396,15643,5,15,7,23,0,0,9,7068,FarmForestAqua
23757,66,643,24133,5,15,2,54,1,1,8,32900,HomeBusiness
24626,67,662,24661,3,14,1,43,0,0,7,26375,FarmForestAqua
27390,75,734,26161,6,15,1,42,1,1,2,7411,FarmForestAqua
22617,60,601,23242,10,14,1,47,1,1,4,9500,FarmForestAqua
5881,17,148,4798,21,15,1,34,1,1,9,24830,StateRun
20853,54,562,22264,20,14,2,49,0,1,9,2628,StateRun
14508,38,389,15118,4,14,1,40,0,0,4,6126,FarmForestAqua
15600,40,421,17104,20,15,1,32,1,1,9,44036,HomeBusiness
33850,91,899,30760,3,14,3,21,1,0,9,16199,HomeBusiness
18295,48,491,20221,23,19,5,34,1,1,8,36000,HomeBusiness
30609,82,821,28585,15,14,3,42,0,0,4,12835,FarmForestAqua
34304,91,909,31039,14,14,1,43,1,1,0,18904,FarmForestAqua
22564,60,600,23212,11,13,1,53,1,1,12,74500,StateRun
16906,44,454,19093,7,15,3,15,1,0,7,4810,HomeBusiness
26703,74,721,25852,19,20,1,27,0,1,9,38606,Foreign
18603,48,495,20260,18,21,2,55,1,1,5,18300,Private
22470,60,598,23146,3,15,3,16,1,0,7,17200,Private
31306,83,838,28915,8,15,1,42,1,1,8,5162,FarmForestAqua
35082,93,933,31375,18,14,1,39,0,1,0,11014,FarmForestAqua
29861,80,802,27985,19,15,2,17,0,0,10,9388,Foreign
26392,72,711,25705,1,15,5,29,1,1,11,55748,HomeBusiness
